TranscriptId	GeneSym
rna-XM_038212797.1	LOC119738071
rna-XM_038219537.1	LOC119743169
rna-XR_005273155.1	LOC119743713
rna-XM_038193647.1	LOC119723111
rna-XM_038190138.1	LOC119720466
rna-XM_038193709.1	LOC119723125
rna-XM_038214878.1	LOC119739800
rna-XM_038221396.1	LOC119745173
rna-XM_038195008.1	LOC119724099
rna-XM_038195238.1	LOC119724264
rna-XM_038207672.1	LOC119734273
rna-XM_038214830.1	LOC119739769
rna-XM_038207161.1	LOC119733794
rna-XM_038204543.1	LOC119731366
rna-XM_038219477.1	LOC119743120
rna-XM_038222358.1	LOC119745764
rna-XR_005272493.1	LOC119738713
rna-XM_038208179.1	LOC119734633
rna-XM_038189311.1	LOC119719818
rna-XM_038213921.1	LOC119739087
rna-XM_038208471.1	LOC119734868
rna-XM_038197938.1	LOC119726296
rna-XM_038217128.1	LOC119741377
rna-XM_038211684.1	LOC119737373
rna-XM_038215925.1	LOC119740580
rna-XM_038218909.1	LOC119742741
rna-XM_038212872.1	LOC119738130
rna-XM_038195012.1	LOC119724103
rna-XM_038214879.1	LOC119739801
rna-XM_038220000.1	LOC119743581
rna-XM_038196620.1	LOC119725269
rna-XM_038190427.1	LOC119720648
rna-XM_038219103.1	LOC119742873
rna-XM_038221576.1	LOC119745303
rna-XR_005273022.1	LOC119743400
rna-XM_038221150.1	LOC119744933
rna-XM_038218150.1	LOC119742117
rna-XM_038212218.1	LOC119737681
rna-XM_038205611.1	LOC119732185
rna-XM_038199534.1	LOC119727593
rna-XM_038210869.1	LOC119736859
rna-Trnag-gcc-21	Trnag-gcc
rna-XM_038190570.1	LOC119720743
rna-XM_038198897.1	LOC119727016
rna-XM_038217050.1	LOC119741299
rna-XM_038216443.1	LOC119740940
rna-XM_038200189.1	LOC119728114
rna-XM_038215428.1	LOC119740213
rna-XM_038198704.1	LOC119726849
rna-XR_005272390.1	LOC119737527
rna-XR_005270329.1	LOC119721872
rna-XM_038209016.1	LOC119735317
rna-XM_038192041.1	LOC119722053
rna-XM_038208802.1	LOC119735101
rna-XM_038223492.1	LOC119746514
rna-XM_038216058.1	LOC119740683
rna-XM_038193532.1	LOC119723050
rna-XM_038219368.1	LOC119743042
rna-XM_038204560.1	LOC119731387
rna-XM_038221924.1	LOC119745530
rna-XM_038197503.1	LOC119725903
rna-XM_038200679.1	LOC119728434
rna-XM_038205200.1	LOC119731915
rna-XM_038213161.1	LOC119738315
rna-XM_038222426.1	LOC119745813
rna-XM_038207503.1	LOC119734159
rna-XM_038201640.1	LOC119729123
rna-XM_038207512.1	LOC119734165
rna-XM_038221340.1	LOC119745117
rna-XM_038223498.1	LOC119746518
rna-XM_038214178.1	LOC119739298
rna-XM_038203479.1	LOC119730512
rna-XR_005273433.1	LOC119744012
rna-XM_038201321.1	LOC119728882
rna-XM_038211537.1	LOC119737296
rna-XM_038204750.1	LOC119731568
rna-XM_038195782.1	LOC119724642
rna-XM_038204670.1	LOC119731483
rna-XM_038203402.1	LOC119730475
rna-XM_038207931.1	LOC119734431
rna-XM_038214059.1	LOC119739210
rna-XM_038197870.1	LOC119726245
rna-XM_038214602.1	LOC119739617
rna-XM_038213427.1	LOC119738524
rna-XM_038208749.1	LOC119735057
rna-XM_038193593.1	LOC119723084
rna-XM_038210095.1	LOC119736089
rna-XM_038197809.1	LOC119726209
gene-LOC119723976	LOC119723976
rna-XM_038198258.1	LOC119726528
rna-XM_038216037.1	LOC119740666
rna-XM_038189608.1	LOC119720081
gene-LOC119733078	LOC119733078
rna-XM_038198703.1	LOC119726837
rna-XM_038193604.1	LOC119723080
rna-XM_038211545.1	LOC119737308
rna-XM_038200991.1	LOC119728672
rna-XM_038211806.1	LOC119737444
rna-XM_038192931.1	LOC119722684
rna-XM_038210715.1	LOC119736701
rna-XR_005273307.1	LOC119743876
rna-XM_038207245.1	LOC119733882
rna-XM_038220060.1	LOC119743829
rna-XM_038203154.1	LOC119730316
rna-XM_038218502.1	LOC119742530
rna-XM_038221204.1	LOC119744977
rna-XM_038188284.1	LOC119718863
rna-Trnav-aac-18	Trnav-aac
rna-XM_038203316.1	LOC119730430
rna-XR_005271766.1	LOC119733308
rna-XM_038204754.1	LOC119731573
rna-XM_038201647.1	LOC119729128
rna-XM_038203009.1	LOC119730218
rna-XM_038204597.1	LOC119731427
rna-XM_038209417.1	LOC119735606
rna-XR_005273577.1	LOC119744593
rna-Trnad-guc-8	Trnad-guc
rna-XM_038211490.1	LOC119737276
rna-XM_038222185.1	LOC119745662
rna-XM_038198874.1	LOC119727005
rna-XR_005273704.1	LOC119746189
rna-XM_038194826.1	LOC119723921
rna-XM_038219574.1	LOC119743195
rna-XM_038222924.1	LOC119746126
rna-XM_038213724.1	LOC119738771
rna-XM_038190884.1	LOC119721018
rna-XM_038211063.1	LOC119737007
rna-XM_038218740.1	LOC119742618
rna-XM_038190553.1	LOC119720731
rna-XM_038195671.1	LOC119724567
rna-XM_038208732.1	LOC119735043
rna-XR_005271481.1	LOC119731701
rna-XM_038196712.1	LOC119725324
rna-XM_038214289.1	LOC119739371
rna-XM_038217308.1	LOC119741522
rna-XM_038217491.1	LOC119741652
rna-XM_038201984.1	LOC119729358
rna-XM_038200635.1	LOC119728405
rna-XM_038188939.1	LOC119719465
rna-XR_005273339.1	LOC119743912
rna-XM_038217908.1	LOC119741944
rna-XR_005271279.1	LOC119729811
rna-XM_038212763.1	LOC119738043
rna-XM_038213149.1	LOC119738305
rna-XM_038196110.1	LOC119724844
rna-XM_038202544.1	LOC119729799
rna-XM_038223440.1	LOC119746475
rna-XM_038218530.1	LOC119742530
rna-XM_038205703.1	LOC119732254
rna-XM_038211981.1	LOC119737543
rna-XM_038191909.1	LOC119721951
rna-XM_038209895.1	LOC119735938
rna-XR_005271141.1	LOC119728787
rna-XM_038202315.1	LOC119729653
rna-XM_038195485.1	LOC119724431
rna-XM_038203426.1	LOC119730485
rna-XR_005273016.1	LOC119743389
rna-XM_038216447.1	LOC119740942
rna-XM_038220164.1	LOC119744295
rna-XM_038215119.1	LOC119739960
rna-XM_038218221.1	LOC119742181
rna-XM_038213378.1	LOC119738473
rna-XR_005270979.1	LOC119727495
rna-XM_038191654.1	LOC119721577
rna-XM_038200409.1	LOC119728255
rna-XM_038209286.1	LOC119735552
rna-XM_038199263.1	LOC119727397
rna-XM_038208852.1	LOC119735149
rna-XM_038222088.1	LOC119745605
rna-XM_038203801.1	LOC119730773
rna-XM_038199137.1	LOC119727283
rna-XM_038207697.1	LOC119734286
rna-XM_038197673.1	LOC119726056
rna-XR_005269992.1	LOC119719659
rna-Trnav-aac-38	Trnav-aac
rna-XM_038209495.1	LOC119735676
rna-XR_005272997.1	LOC119743241
rna-XM_038204109.1	LOC119731094
rna-XM_038196307.1	LOC119724964
rna-XM_038195377.1	LOC119724358
rna-XM_038221847.1	LOC119745480
rna-XM_038190593.1	LOC119720745
rna-XM_038214534.1	LOC119739552
rna-XM_038200829.1	LOC119728547
rna-XM_038196899.1	LOC119725494
rna-XM_038206015.1	LOC119732486
rna-XM_038196865.1	LOC119725457
rna-XM_038206460.1	LOC119732858
rna-XM_038197979.1	LOC119726323
rna-XM_038195743.1	LOC119724612
rna-XR_005271749.1	LOC119733287
rna-XM_038213367.1	LOC119738466
rna-XM_038199388.1	LOC119727501
rna-XM_038205403.1	LOC119732035
rna-XR_005271042.1	LOC119728371
rna-XM_038202589.1	LOC119729805
rna-XM_038205618.1	LOC119732194
rna-XM_038220805.1	LOC119744727
rna-XM_038217783.1	LOC119741862
rna-XM_038215433.1	LOC119740217
rna-XR_005270912.1	LOC119727170
rna-XR_005272028.1	LOC119734067
rna-Trnat-cgu-8	Trnat-cgu
rna-XM_038204612.1	LOC119731443
rna-XM_038191929.1	LOC119721964
rna-XM_038193973.1	LOC119723371
rna-XM_038191163.1	LOC119721212
rna-XM_038199527.1	LOC119727588
rna-XM_038191908.1	LOC119721951
rna-XM_038213619.1	LOC119738692
rna-XR_005273645.1	LOC119745678
rna-XM_038208788.1	LOC119735091
rna-XM_038192624.1	LOC119722483
rna-XM_038196627.1	LOC119725272
rna-XR_005270332.1	LOC119721880
rna-XM_038214995.1	LOC119739876
rna-XM_038218181.1	LOC119742143
rna-XM_038204417.1	LOC119731283
rna-XM_038217229.1	LOC119741471
rna-XM_038215287.1	LOC119740084
rna-XM_038200872.1	LOC119728581
rna-XM_038201183.1	LOC119728790
rna-XM_038208216.1	LOC119734687
rna-XM_038190989.1	LOC119721096
rna-XM_038216754.1	LOC119741085
rna-XM_038194472.1	LOC119723683
rna-XM_038213165.1	LOC119738318
rna-XM_038221959.1	LOC119745555
rna-XM_038205852.1	LOC119732384
rna-XM_038214983.1	LOC119739869
rna-XM_038204993.1	LOC119731750
rna-XM_038203008.1	LOC119730217
rna-XR_005269859.1	LOC119718900
rna-XM_038200458.1	LOC119728280
rna-XM_038205530.1	LOC119732133
rna-XM_038196806.1	LOC119725402
rna-XM_038208523.1	LOC119734897
rna-XM_038216391.1	LOC119740912
rna-XM_038199399.1	LOC119727506
rna-Trnak-uuu-3	Trnak-uuu
rna-XM_038214842.1	LOC119739776
rna-XR_005273303.1	LOC119743872
rna-XM_038193695.1	LOC119723145
rna-XM_038222685.1	LOC119745964
rna-XM_038212338.1	LOC119737763
rna-XM_038208152.1	LOC119734616
rna-XM_038222899.1	LOC119746106
rna-XM_038189763.1	LOC119720188
rna-XM_038216714.1	LOC119741065
rna-XM_038193952.1	LOC119723353
rna-XM_038192203.1	LOC119722153
rna-XM_038222224.1	LOC119745687
rna-XM_038218634.1	LOC119742560
rna-XM_038205740.1	LOC119732282
rna-XM_038197791.1	LOC119726186
rna-XM_038215660.1	LOC119740385
rna-XM_038213254.1	LOC119738380
rna-XM_038201346.1	LOC119728913
rna-XM_038201596.1	LOC119729090
rna-XM_038211363.1	LOC119737187
rna-XM_038197356.1	LOC119725783
gene-LOC119723570	LOC119723570
rna-XM_038212997.1	LOC119738214
rna-XM_038192646.1	LOC119722493
rna-XM_038197101.1	LOC119725621
rna-XM_038193231.1	LOC119722854
rna-XM_038220095.1	LOC119744245
rna-XM_038222054.1	LOC119745586
rna-XM_038200218.1	LOC119728146
rna-XR_005272859.1	LOC119742486
rna-XM_038222021.1	LOC119745569
rna-XM_038217947.1	LOC119741974
rna-XM_038219013.1	LOC119742830
rna-XR_005269913.1	LOC119719363
rna-XM_038192173.1	LOC119722131
rna-XM_038193907.1	LOC119723333
rna-XM_038189976.1	LOC119720334
rna-XM_038190762.1	LOC119720892
rna-XM_038217477.1	LOC119741642
rna-XM_038215474.1	LOC119740235
rna-XM_038194594.1	LOC119723751
rna-XM_038203198.1	LOC119730347
rna-XM_038222241.1	LOC119745702
rna-XM_038223059.1	LOC119746235
rna-XM_038196012.1	LOC119724797
rna-XM_038213887.1	LOC119739052
rna-XM_038201653.1	LOC119729130
rna-XR_005271525.1	LOC119732214
gene-LOC119720796	LOC119720796
rna-XM_038189381.1	LOC119719909
rna-XR_005271822.1	LOC119733416
rna-XM_038195644.1	LOC119724545
rna-XM_038202236.1	LOC119729604
rna-XM_038199261.1	LOC119727393
rna-XM_038214371.1	LOC119739422
rna-XM_038201422.1	LOC119728958
rna-XM_038197504.1	LOC119725903
rna-XM_038211725.1	LOC119737400
rna-XM_038220134.1	LOC119744272
rna-XM_038206474.1	LOC119732875
rna-XM_038211555.1	LOC119737309
rna-XM_038210318.1	LOC119736273
rna-XM_038190770.1	LOC119720904
rna-XM_038204202.1	LOC119731155
rna-XM_038223209.1	LOC119746327
rna-XM_038215589.1	LOC119740325
rna-XR_005270694.1	LOC119725238
rna-XM_038206040.1	LOC119732505
rna-XM_038211386.1	LOC119737203
rna-XM_038211586.1	LOC119737324
rna-XM_038220740.1	LOC119744677
rna-XM_038188894.1	LOC119719438
rna-XR_005269940.1	LOC119719454
rna-XM_038202310.1	LOC119729648
rna-XM_038197853.1	LOC119725921
rna-XM_038188572.1	LOC119719207
rna-XM_038203735.1	LOC119730719
rna-XM_038198934.1	LOC119727041
rna-XM_038199902.1	LOC119727830
rna-XM_038195725.1	LOC119724609
rna-XM_038206132.1	LOC119732565
rna-XM_038203780.1	LOC119730755
rna-XM_038210880.1	LOC119736870
rna-XM_038191922.1	LOC119721962
rna-XM_038222142.1	LOC119745638
rna-XM_038219185.1	LOC119742921
rna-XM_038211008.1	LOC119736961
rna-XM_038213431.1	LOC119738528
rna-XM_038192813.1	LOC119722611
rna-XR_005270919.1	LOC119727185
rna-XM_038207257.1	LOC119733889
rna-XM_038205838.1	LOC119732378
rna-XM_038222590.1	LOC119745908
rna-XM_038192620.1	LOC119722480
rna-XM_038205336.1	LOC119731995
rna-XM_038193287.1	LOC119722888
rna-XM_038198775.1	LOC119726914
rna-XM_038209764.1	LOC119735827
rna-XM_038220131.1	LOC119744270
rna-XM_038202749.1	LOC119729956
rna-XM_038216373.1	LOC119740897
rna-XM_038208513.1	LOC119734890
rna-XM_038202827.1	LOC119730037
rna-XM_038216840.1	LOC119741142
rna-XM_038217524.1	LOC119741680
rna-XM_038196614.1	LOC119725269
rna-XM_038204138.1	LOC119731121
rna-XM_038189080.1	LOC119719599
rna-XM_038221705.1	LOC119745385
rna-XM_038189460.1	LOC119719973
rna-XM_038190804.1	LOC119720921
rna-XM_038217315.1	LOC119741525
rna-XM_038221169.1	LOC119744946
rna-XM_038190887.1	LOC119721022
rna-XM_038221418.1	LOC119745196
rna-XM_038206409.1	LOC119732806
rna-XM_038209978.1	LOC119735994
rna-XM_038195272.1	LOC119724289
rna-XR_005270286.1	LOC119721696
rna-XM_038214720.1	LOC119739698
rna-XR_005272695.1	LOC119740671
rna-XM_038194676.1	LOC119723805
rna-Trnav-aac-13	Trnav-aac
rna-XM_038217333.1	LOC119741540
rna-XM_038212592.1	LOC119737924
rna-XM_038203897.1	LOC119730846
rna-XM_038193445.1	LOC119722973
rna-XM_038193482.1	LOC119723012
rna-XM_038212464.1	LOC119737834
rna-XM_038194128.1	LOC119723462
rna-XR_005273464.1	LOC119744045
rna-XM_038208947.1	LOC119735242
rna-XM_038191034.1	LOC119721166
rna-XM_038215516.1	LOC119740260
rna-XM_038222301.1	LOC119745743
rna-XM_038205886.1	LOC119732398
rna-XM_038222219.1	LOC119745686
rna-XM_038201672.1	LOC119729145
rna-XR_005271285.1	LOC119729832
rna-XM_038210605.1	LOC119736589
rna-XM_038221512.1	LOC119745275
rna-XM_038188318.1	LOC119718891
rna-XM_038200942.1	LOC119728629
rna-XM_038220645.1	LOC119744611
rna-XM_038199024.1	LOC119727129
rna-XM_038207882.1	LOC119734387
rna-XM_038203067.1	LOC119730261
rna-XM_038189636.1	LOC119720102
rna-XR_005270671.1	LOC119724691
rna-XM_038219897.1	LOC119743478
rna-XM_038221966.1	LOC119745555
rna-XR_005271529.1	LOC119732247
rna-XM_038189394.1	LOC119719919
rna-XM_038217915.1	LOC119741949
rna-XM_038221748.1	LOC119745417
rna-XM_038207111.1	LOC119733732
rna-XM_038205137.1	LOC119731853
rna-XM_038219807.1	LOC119743412
rna-XM_038220621.1	LOC119744599
rna-XM_038205056.1	LOC119731787
rna-XM_038198392.1	LOC119726633
rna-XM_038198916.1	LOC119727022
rna-XM_038192196.1	LOC119722149
rna-XM_038200205.1	LOC119728126
rna-XM_038197350.1	LOC119725780
rna-XM_038208150.1	LOC119734614
rna-XM_038220671.1	LOC119744624
rna-XR_005270799.1	LOC119726190
rna-XM_038223156.1	LOC119746287
rna-XM_038216763.1	LOC119741092
rna-XM_038203334.1	LOC119730443
rna-XM_038222505.1	LOC119745858
rna-XR_005271859.1	LOC119733490
rna-XM_038194415.1	LOC119723644
rna-XM_038192164.1	LOC119722124
rna-XM_038205469.1	LOC119732083
rna-XM_038220286.1	LOC119744383
rna-XM_038222431.1	LOC119745803
rna-XM_038218524.1	LOC119742530
rna-XR_005273603.1	LOC119744904
rna-XM_038215945.1	LOC119740592
rna-XM_038192868.1	LOC119722646
rna-XM_038201341.1	LOC119728911
rna-XM_038190926.1	LOC119721053
rna-Trnar-ccg-2	Trnar-ccg
rna-XM_038210817.1	LOC119736809
rna-XR_005270750.1	LOC119725888
rna-XM_038199301.1	LOC119727431
rna-XM_038188656.1	LOC119719272
rna-XM_038216280.1	LOC119740833
rna-XR_005272139.1	LOC119735026
rna-XM_038212779.1	LOC119738053
rna-Trnaa-ggc-47	Trnaa-ggc
rna-XM_038218157.1	LOC119742126
rna-XM_038209691.1	LOC119735768
rna-XM_038220925.1	LOC119744788
rna-XM_038201729.1	LOC119729188
rna-XM_038197243.1	LOC119725707
rna-XM_038220319.1	LOC119744401
rna-XM_038208210.1	LOC119734682
rna-XM_038218079.1	LOC119742060
rna-XM_038194926.1	LOC119724006
rna-XM_038202125.1	LOC119729522
rna-XM_038190431.1	LOC119720650
rna-XR_005273701.1	LOC119746184
rna-XM_038191310.1	LOC119721300
rna-XM_038198924.1	LOC119727034
rna-Trnaa-ggc-40	Trnaa-ggc
rna-XM_038209195.1	LOC119735490
rna-XM_038211175.1	LOC119737081
rna-XM_038201380.1	LOC119728934
rna-XM_038216664.1	LOC119741050
rna-XM_038222564.1	LOC119745895
rna-XM_038190158.1	LOC119720482
rna-XM_038223386.1	LOC119746432
rna-XM_038211278.1	LOC119737158
rna-XM_038199382.1	LOC119727494
rna-XM_038198149.1	LOC119726452
rna-XM_038192140.1	LOC119722114
rna-XM_038202388.1	LOC119729702
rna-XM_038201441.1	LOC119728975
rna-XM_038201174.1	LOC119728782
rna-XM_038210604.1	LOC119736587
rna-XM_038218455.1	LOC119742507
rna-XM_038203117.1	LOC119730298
rna-XM_038195886.1	LOC119724700
rna-XM_038209591.1	LOC119735708
rna-XM_038192702.1	LOC119722529
rna-XM_038199329.1	LOC119727448
rna-XM_038220142.1	LOC119744273
rna-XM_038191095.1	LOC119721188
rna-XR_005271685.1	LOC119733175
rna-XM_038210689.1	LOC119736673
rna-XM_038209232.1	LOC119735514
rna-XR_005272601.1	LOC119739605
rna-XM_038191918.1	LOC119721942
rna-XM_038199357.1	LOC119727469
rna-XM_038191982.1	LOC119722007
rna-XM_038189846.1	LOC119720230
rna-XM_038222359.1	LOC119745765
rna-XM_038205250.1	LOC119731942
rna-XM_038223153.1	LOC119746291
rna-XM_038204686.1	LOC119731512
rna-XM_038209064.1	LOC119735364
rna-XM_038215536.1	LOC119740276
rna-XM_038223283.1	LOC119746376
rna-XM_038217228.1	LOC119741470
rna-XM_038204735.1	LOC119731557
rna-XM_038219838.1	LOC119743429
rna-XM_038221206.1	LOC119744982
rna-XR_005272846.1	LOC119742413
gene-LOC119726861	LOC119726861
rna-XM_038208741.1	LOC119735050
rna-XR_005270048.1	LOC119720052
rna-XM_038196082.1	LOC119724832
rna-XM_038192510.1	LOC119722408
rna-XM_038213153.1	LOC119738308
rna-XM_038206819.1	LOC119733232
gene-LOC119737864	LOC119737864
rna-XM_038204936.1	LOC119731714
rna-XM_038221990.1	LOC119745555
rna-XM_038216131.1	LOC119740731
rna-XM_038204383.1	LOC119731256
rna-XM_038206305.1	LOC119732670
rna-XM_038210738.1	LOC119736725
rna-XM_038218935.1	LOC119742764
rna-XM_038215875.1	LOC119740531
rna-XM_038204659.1	LOC119731477
rna-XR_005271016.1	LOC119728198
rna-XM_038221775.1	LOC119745435
rna-XM_038211359.1	LOC119737182
rna-XM_038190746.1	LOC119720879
rna-XM_038207939.1	LOC119734436
rna-XM_038196726.1	LOC119725333
gene-LOC119741408	LOC119741408
rna-XM_038206338.1	LOC119732696
rna-XM_038221979.1	LOC119745555
rna-XM_038193517.1	LOC119723036
rna-XM_038204899.1	LOC119731685
rna-XM_038219665.1	LOC119743263
rna-XM_038214613.1	LOC119739623
rna-XM_038199799.1	LOC119727754
rna-Trnav-aac-42	Trnav-aac
rna-XM_038204927.1	LOC119731706
rna-XM_038214251.1	LOC119739350
rna-XM_038188270.1	LOC119718851
rna-XM_038191172.1	LOC119721217
rna-XM_038220074.1	LOC119744038
rna-XM_038192493.1	LOC119722393
rna-XM_038199095.1	LOC119727207
rna-XM_038206660.1	LOC119733080
rna-XM_038196810.1	LOC119725405
rna-XM_038209449.1	LOC119735653
rna-XM_038201256.1	LOC119728851
rna-XM_038189930.1	LOC119720288
rna-XM_038200761.1	LOC119728500
rna-XR_005273471.1	LOC119744052
rna-XM_038198445.1	LOC119726670
rna-XM_038219372.1	LOC119743045
rna-XM_038220647.1	LOC119744613
rna-XM_038191903.1	LOC119721944
rna-XM_038206920.1	LOC119733327
rna-XM_038202189.1	LOC119729576
rna-XM_038197075.1	LOC119725602
rna-XM_038209657.1	LOC119735739
rna-XM_038193199.1	LOC119722836
rna-XM_038214874.1	LOC119739800
rna-XM_038219982.1	LOC119743560
rna-XM_038213783.1	LOC119738817
rna-XM_038222753.1	LOC119746003
rna-XM_038205778.1	LOC119732319
rna-XM_038190099.1	LOC119720435
rna-XM_038199879.1	LOC119727811
rna-XM_038195766.1	LOC119724634
rna-Trnae-uuc-25	Trnae-uuc
rna-XM_038218902.1	LOC119742735
rna-XM_038196692.1	LOC119725311
rna-Trnag-gcc-11	Trnag-gcc
rna-XM_038200280.1	LOC119728181
rna-XR_005271900.1	LOC119733545
rna-XM_038203224.1	LOC119730365
rna-XM_038200877.1	LOC119728584
rna-XM_038221839.1	LOC119745475
rna-XM_038192761.1	LOC119722580
rna-XM_038202482.1	LOC119729755
rna-XM_038190478.1	LOC119720683
rna-XM_038215860.1	LOC119740518
rna-XM_038218800.1	LOC119742654
rna-XM_038200776.1	LOC119728509
rna-XM_038201516.1	LOC119729026
rna-XM_038220945.1	LOC119744802
rna-XM_038202248.1	LOC119729608
rna-XR_005273029.1	LOC119743443
rna-XM_038215337.1	LOC119740131
rna-XM_038211317.1	LOC119737167
rna-XM_038204907.1	LOC119731694
rna-XM_038223114.1	LOC119746271
rna-XM_038207043.1	LOC119733640
rna-XM_038197320.1	LOC119725760
rna-XM_038208633.1	LOC119734968
rna-XR_005270223.1	LOC119721630
rna-XM_038207909.1	LOC119734412
rna-XM_038211318.1	LOC119737167
rna-XM_038223232.1	LOC119746341
rna-XM_038193905.1	LOC119723332
rna-XM_038222323.1	LOC119745748
rna-XM_038201703.1	LOC119729171
rna-XM_038198628.1	LOC119726777
rna-XR_005271366.1	LOC119730354
rna-XM_038194090.1	LOC119723436
rna-XM_038223044.1	LOC119746226
rna-XM_038203302.1	LOC119730420
rna-XM_038221187.1	LOC119744960
rna-XM_038197749.1	LOC119726131
rna-XM_038223032.1	LOC119746217
rna-XM_038191528.1	LOC119721449
rna-XM_038215125.1	LOC119739965
rna-XM_038202379.1	LOC119729697
rna-XM_038216038.1	LOC119740667
rna-XM_038214017.1	LOC119739185
rna-XM_038192158.1	LOC119722122
rna-XM_038220662.1	LOC119744626
rna-XM_038212016.1	LOC119737566
rna-XM_038213027.1	LOC119738237
rna-XR_005272129.1	LOC119734900
gene-LOC119727275	LOC119727275
rna-XM_038196310.1	LOC119724967
rna-XM_038204523.1	LOC119731346
rna-XM_038197077.1	LOC119725605
rna-XM_038211960.1	LOC119737531
rna-XM_038203400.1	LOC119730474
rna-XM_038222540.1	LOC119745885
rna-XM_038208901.1	LOC119735195
rna-XM_038200320.1	LOC119728191
rna-XM_038220474.1	LOC119744522
rna-XM_038190865.1	LOC119721000
rna-XR_005273318.1	LOC119743888
rna-XM_038205126.1	LOC119731845
rna-XM_038213261.1	LOC119738382
rna-XM_038198438.1	LOC119726647
rna-XM_038213766.1	LOC119738806
rna-XM_038195796.1	LOC119724643
rna-XM_038214547.1	LOC119739558
rna-XM_038211188.1	LOC119737097
rna-XR_005270605.1	LOC119724097
rna-Trnad-guc-20	Trnad-guc
rna-Trnav-gac-2	Trnav-gac
rna-XM_038190244.1	LOC119720541
rna-Trnai-gau-26	Trnai-gau
rna-XM_038216165.1	LOC119740757
rna-XM_038200117.1	LOC119728038
rna-XM_038215731.1	LOC119740427
rna-XM_038217841.1	LOC119741899
rna-XM_038204697.1	LOC119731524
rna-XM_038218970.1	LOC119742798
rna-XM_038190805.1	LOC119720938
rna-XR_005270343.1	LOC119721901
rna-XM_038220697.1	LOC119744645
rna-XM_038222552.1	LOC119745887
rna-XM_038214737.1	LOC119739709
rna-XM_038191113.1	LOC119721197
rna-XM_038191847.1	LOC119721905
rna-XM_038213975.1	LOC119739146
rna-XM_038213698.1	LOC119738749
rna-XM_038201930.1	LOC119729307
rna-XM_038198605.1	LOC119726763
rna-XM_038214364.1	LOC119739417
rna-XR_005272236.1	LOC119735937
rna-XM_038219288.1	LOC119742993
rna-XM_038211116.1	LOC119737046
rna-XR_005272762.1	LOC119741660
rna-XM_038223254.1	LOC119746359
rna-XM_038205052.1	LOC119731783
rna-XM_038201157.1	LOC119728776
rna-XM_038202581.1	LOC119729801
rna-XM_038198187.1	LOC119726480
rna-XM_038188594.1	LOC119719221
rna-XM_038204061.1	LOC119730981
rna-XM_038208580.1	LOC119734939
rna-XM_038196569.1	LOC119725189
rna-XM_038201306.1	LOC119728875
rna-XM_038199430.1	LOC119727527
rna-XM_038192159.1	LOC119722121
rna-XM_038212280.1	LOC119737725
rna-XM_038219214.1	LOC119742942
rna-XR_005273025.1	LOC119743418
rna-XM_038214120.1	LOC119739260
rna-XM_038218309.1	LOC119742404
rna-XM_038214626.1	LOC119739632
rna-XR_005270585.1	LOC119723830
rna-XM_038211737.1	LOC119737405
rna-XM_038198045.1	LOC119726390
rna-XM_038219889.1	LOC119743474
rna-XM_038202378.1	LOC119729696
rna-XM_038223450.1	LOC119746482
rna-XM_038208884.1	LOC119735179
rna-XM_038220895.1	LOC119744770
rna-XM_038198380.1	LOC119726626
rna-XM_038201857.1	LOC119729257
rna-XM_038216416.1	LOC119740927
rna-XM_038195985.1	LOC119724772
rna-XM_038196015.1	LOC119724798
rna-Trnav-cac-20	Trnav-cac
rna-Trnaa-ggc-41	Trnaa-ggc
rna-XM_038220905.1	LOC119744774
rna-XR_005270938.1	LOC119727325
rna-XM_038195205.1	LOC119724239
rna-XM_038213661.1	LOC119738726
rna-XM_038193903.1	LOC119723329
rna-XM_038189627.1	LOC119720094
rna-XR_005272124.1	LOC119734847
rna-XR_005270511.1	LOC119723067
rna-XM_038191655.1	LOC119721578
rna-XM_038203531.1	LOC119730556
rna-XM_038216056.1	LOC119740681
rna-XM_038218158.1	LOC119742100
rna-Trnaq-cug-5	Trnaq-cug
rna-XM_038202287.1	LOC119729636
rna-XM_038222547.1	LOC119745886
rna-XR_005271294.1	LOC119729875
rna-XM_038211819.1	LOC119737451
rna-XM_038216779.1	LOC119741108
rna-XM_038205730.1	LOC119732271
rna-Trnat-ugu-6	Trnat-ugu
rna-Trnal-cag-17	Trnal-cag
rna-XM_038208771.1	LOC119735078
rna-XM_038193251.1	LOC119722863
rna-XM_038189477.1	LOC119719986
rna-XM_038207591.1	LOC119734222
rna-XM_038201743.1	LOC119729190
rna-XM_038217951.1	LOC119741975
rna-XM_038220532.1	LOC119744557
rna-XR_005273537.1	LOC119744124
rna-XM_038196024.1	LOC119724807
rna-XM_038222968.1	LOC119746155
rna-XM_038209954.1	LOC119735977
rna-XM_038219034.1	LOC119742834
rna-XM_038214415.1	LOC119739453
rna-XM_038209729.1	LOC119735794
rna-XR_005272465.1	LOC119738510
rna-XR_005273626.1	LOC119745436
rna-XR_005272336.1	LOC119737058
rna-XM_038202028.1	LOC119729462
rna-XM_038200721.1	LOC119728468
rna-XM_038203701.1	LOC119730699
rna-XM_038197190.1	LOC119725671
rna-XR_005273756.1	LOC119746494
rna-XM_038207061.1	LOC119733664
rna-XM_038209471.1	LOC119735665
rna-XM_038212869.1	LOC119738127
rna-XR_005272440.1	LOC119738215
rna-XM_038198544.1	LOC119726725
rna-XM_038215953.1	LOC119740596
