TranscriptId	GeneSym
rna-XM_011663979.2	LOC100891651
rna-XM_030989445.1	LOC115918754
rna-XM_030985523.1	LOC115924012
rna-XM_030973290.1	LOC590790
rna-XM_030988781.1	rej2
rna-XR_004062112.1	LOC105441829
rna-XM_030998167.1	LOC105446327
rna-XR_004065139.1	LOC754020
rna-XM_031000544.1	LOC587197
rna-XM_030977609.1	LOC115920890
rna-XM_030985037.1	LOC763492
rna-XM_030981825.1	LOC115922629
rna-XM_011678954.2	AMAS4
rna-XM_030987270.1	LOC575725
rna-XM_030973564.1	LOC754631
rna-XM_011677696.2	LOC105443979
gene-LOC115925665	LOC115925665
rna-XM_030985346.1	LOC574617
rna-XR_004063030.1	LOC115921667
rna-XM_030996718.1	LOC115928801
rna-XM_030972036.1	LOC580071
rna-XM_003726182.3	LOC100892178
rna-XM_030994032.1	LOC115918906
rna-XR_004065129.1	LOC100893837
rna-XM_791290.4	LOC591738
rna-XM_030977317.1	LOC581543
rna-XM_030975337.1	LOC754448
rna-XM_011682721.2	LOC580001
rna-TRNAL-UAA-9	TRNAL-UAA
rna-XM_031000014.1	LOC115929898
rna-XM_030975015.1	LOC115920063
rna-XM_011665875.2	LOC105438267
rna-XR_004066477.1	LOC115929401
rna-XM_030998121.1	LOC578333
rna-XM_780495.5	LOC580437
rna-XM_030984119.1	LOC100892257
rna-XM_030984534.1	LOC587305
rna-XM_030985859.1	LOC115924098
rna-XM_030983187.1	LOC115918565
rna-XM_030990901.1	LOC115926225
rna-XM_030991412.1	LOC115918811
rna-XM_030996834.1	LOC588766
rna-XM_030980957.1	LOC100892527
rna-XM_011670693.2	LOC105440483
rna-XM_030977494.1	LOC100892505
rna-XM_030994982.1	LOC762994
rna-XM_030989891.1	LOC105439851
rna-XM_030974941.1	LOC577886
rna-XM_030972184.1	LOC115919160
rna-XM_030978539.1	LOC115921248
rna-XM_030979144.1	LOC115921574
rna-XM_001177745.4	LOC753657
rna-XM_030977570.1	LOC100892377
rna-XM_030996233.1	LOC115918981
rna-XM_030998759.1	LOC592234
rna-XM_030989337.1	LOC100890356
rna-XR_004063957.1	LOC100890700
rna-XM_030996763.1	LOC593883
rna-XM_030987462.1	LOC590629
rna-XM_030991152.1	LOC105443699
rna-XM_030996901.1	LOC579864
rna-XM_003729455.3	LOC100893273
rna-XM_030994238.1	LOC115927902
rna-XM_011663115.2	LOC584960
rna-XM_030998022.1	LOC100889248
rna-XM_011683268.2	LOC577726
rna-XM_030974869.1	LOC115920017
rna-XR_004066683.1	LOC115929703
rna-XM_030993210.1	LOC755757
rna-XM_030998584.1	LOC583658
rna-XR_004066074.1	LOC115928474
rna-XR_004064683.1	LOC115925396
rna-XM_030985283.1	LOC584262
rna-XM_795328.5	LOC586927
rna-XM_030979677.1	LOC576377
rna-XM_030987590.1	LOC115924773
rna-XM_030983111.1	LOC100888657
rna-XR_004064936.1	LOC115926035
rna-XR_004064968.1	LOC115926108
rna-XM_030994051.1	LOC115927778
rna-XR_004064871.1	LOC115925935
rna-XM_030995922.1	LOC115928576
rna-XM_030996375.1	LOC100890864
rna-XM_030995251.1	LOC587241
rna-XM_030979079.1	LOC115918452
rna-XM_030974770.1	LOC585420
rna-XM_030994823.1	LOC585338
rna-XR_004064657.1	LOC115925361
rna-XM_030996121.1	LOC592421
rna-XM_030987865.1	LOC100893740
rna-XM_030986623.1	LOC115917927
rna-TRNAK-CUU-29	TRNAK-CUU
rna-XM_003726929.3	LOC582038
rna-XM_030972096.1	LOC115919150
rna-TRNAT-AGU	TRNAT-AGU
rna-XM_030985940.1	LOC115924129
rna-XM_777007.3	LOC576732
rna-XM_030993680.1	LOC115927598
rna-XM_030977380.1	LOC574669
rna-XM_030991350.1	LOC115918805
rna-XM_030975455.1	LOC115920210
rna-XM_030972726.1	LOC752126
rna-XM_030995806.1	LOC584920
rna-XR_004063395.1	LOC105440227
rna-XM_030999720.1	LOC115929759
rna-XM_011685208.2	LOC100891278
rna-XM_030984997.1	LOC115923724
rna-XM_030996114.1	LOC115918251
rna-XM_011665956.2	LOC757208
rna-XM_011672708.2	LOC100888299
rna-XM_030986307.1	LOC105440823
rna-XM_030993532.1	LOC580489
rna-XM_030977073.1	LOC115920678
rna-XM_030978928.1	LOC115921441
rna-XM_030981561.1	LOC100890236
rna-XM_030995698.1	LOC574828
rna-XM_030990247.1	LOC105441171
rna-XM_030993781.1	LOC105437103
rna-XM_030984530.1	LOC105444714
rna-XM_030975897.1	LOC100890867
rna-XM_003724534.2	LOC100890015
rna-XM_011663999.2	LOC752819
rna-XM_030976521.1	LOC581169
rna-XM_030972289.1	LOC578131
rna-XR_004065996.1	LOC115928280
rna-XM_030997153.1	LOC115929043
rna-XM_030983971.1	LOC373225
rna-XM_030988732.1	LOC579853
rna-XM_011671974.2	LOC575783
rna-XM_030976645.1	LOC574936
rna-XM_011668446.2	LOC584296
rna-XR_004064035.1	LOC115923661
rna-XM_030975996.1	LOC115920349
rna-XM_030982829.1	LOC576722
rna-XM_031000041.1	LOC115929915
rna-XM_030998308.1	LOC115929432
rna-XM_030997419.1	LOC582713
rna-XM_030982727.1	LOC580996
rna-XM_030997263.1	LOC594165
rna-XM_030976895.1	LOC752074
rna-XM_011664587.2	LOC586229
rna-XR_004064392.1	LOC115924626
rna-XM_030981242.1	LOC115922348
rna-XM_030971970.1	LOC100891622
rna-XM_030986615.1	LOC115917927
rna-XM_011662647.2	LOC105436749
rna-XM_030983188.1	LOC100889403
rna-XM_030987400.1	LOC105441028
rna-XM_030993873.1	LOC105446676
rna-XR_004063834.1	LOC115923198
rna-XM_793334.5	LOC593876
rna-XM_030995586.1	LOC115918180
rna-XR_004066486.1	LOC115929410
rna-XR_004062680.1	LOC115918245
rna-XM_030972133.1	LOC105436972
rna-XM_030983837.1	LOC105438298
rna-XM_030999929.1	LOC115929855
rna-XM_003729365.3	LOC100892335
rna-XM_030997392.1	LOC579018
rna-XM_030994555.1	LOC588503
rna-TRNAY-GUA-5	TRNAY-GUA
rna-XM_780599.5	LOC580547
rna-XM_030995647.1	LOC579115
rna-XM_030980721.1	LOC105443358
rna-XM_030999748.1	LOC578474
rna-XM_030995417.1	LOC588817
rna-XM_030976111.1	LOC105438077
rna-XM_011680805.2	LOC105445345
rna-XM_030986743.1	LOC105444686
rna-XR_004063880.1	LOC105437720
rna-XM_030978800.1	LOC115921376
rna-XM_030997846.1	LOC115917984
rna-XM_011669244.2	LOC575958
rna-XM_030997125.1	LOC115918221
rna-XR_004066813.1	LOC105441329
rna-XM_030976641.1	LOC576113
rna-XM_030987348.1	LOC115924653
rna-XM_011681298.2	LOC575445
rna-XM_030989059.1	LOC115925364
rna-XM_030981454.1	LOC115922502
rna-XM_787510.5	LOC587802
rna-XR_004066476.1	LOC115929400
rna-XM_030977201.1	LOC105446527
rna-XM_011681646.2	LOC579893
rna-XM_030999436.1	LOC105446921
rna-XM_011682203.2	LOC105445972
rna-XM_030981348.1	LOC105447117
rna-XM_030998530.1	LOC115919059
rna-XM_030986990.1	LOC590203
rna-XM_030989280.1	LOC105439307
rna-XM_030994265.1	LOC100894056
rna-XM_030992148.1	LOC582875
rna-XM_030975404.1	LOC100890336
rna-XM_786852.5	LOC587099
rna-XM_030994255.1	LOC115927911
rna-XM_011678783.2	LOC100893090
rna-XM_030979081.1	LOC100889560
rna-XM_003727135.3	LOC577837
rna-XM_794981.5	LOC580241
rna-XM_011672411.2	LOC100888471
rna-XM_030997469.1	LOC115919031
rna-XM_030999417.1	LOC105437744
rna-XM_030983532.1	LOC589422
rna-XM_030992986.1	LOC115927274
rna-TRNAN-GUU-18	TRNAN-GUU
rna-XM_030981338.1	LOC115922391
rna-XM_030976671.1	LOC580666
rna-XM_030979644.1	LOC576894
rna-XM_011682655.2	LOC593391
rna-XR_004064965.1	LOC115926097
rna-XR_004066689.1	LOC115929714
rna-XR_004062769.1	LOC115918434
rna-XM_030978726.1	LOC115921341
rna-XM_030988272.1	LOC115925093
rna-XM_030999006.1	LOC588814
rna-XM_030997778.1	LOC115929218
rna-XM_030991714.1	LOC577305
rna-TRNAM-CAU-52	TRNAM-CAU
rna-XM_030985603.1	LOC593723
rna-XM_792386.5	LOC592882
rna-TRNAH-GUG-14	TRNAH-GUG
rna-XM_030977761.1	LOC580425
rna-XM_030995439.1	LOC762529
rna-XM_011664494.2	LOC584724
rna-XM_030986370.1	LOC592209
rna-XR_004065641.1	LOC115927445
rna-XM_030998946.1	LOC105441992
rna-XM_030978200.1	LOC752582
rna-XR_004063504.1	LOC115922607
rna-XR_004064888.1	LOC100889285
gene-LOC105437772	LOC105437772
rna-XM_030972041.1	LOC115919140
rna-XR_004063086.1	LOC115921741
rna-XM_030999555.1	LOC105438869
rna-XM_030996702.1	LOC100893490
rna-XM_030997504.1	LOC592104
rna-XM_030987926.1	LOC753884
rna-XM_030999327.1	LOC765167
rna-XM_011684538.2	LOC581257
gene-LOC115919559	LOC115919559
rna-XM_011666283.2	LOC754000
rna-XM_030998701.1	LOC581962
rna-XM_030982554.1	LOC763842
rna-XM_030980373.1	LOC576034
rna-XM_030974489.1	LOC576928
rna-XM_030979846.1	LOC115921757
rna-XM_030975179.1	LOC115920164
rna-XM_011684153.2	LOC105446831
gene-LOC115925680	LOC115925680
rna-XM_003725064.3	LOC754228
rna-NM_214492.1	LOC373238
rna-XR_004061816.1	LOC586840
rna-XM_030999807.1	LOC591779
rna-XM_003727731.3	LOC594363
rna-XM_030973606.1	LOC115918327
rna-XM_789050.5	LOC589408
rna-XM_003727174.3	LOC588670
rna-XM_775759.5	LOC575354
rna-XM_030973852.1	LOC754661
rna-XM_030992063.1	LOC100890264
rna-XM_030991267.1	LOC762415
rna-XM_011684967.2	LOC105447196
rna-XM_030982885.1	LOC115918557
rna-XM_003728104.3	LOC100892994
rna-XM_030985185.1	LOC576753
rna-XM_030974151.1	LOC100891267
rna-XM_030973189.1	LOC578000
rna-XM_030977470.1	LOC591795
rna-XM_030992736.1	LOC105442911
rna-XR_004065914.1	LOC583399
rna-XR_004062609.1	LOC105445473
rna-XM_030977416.1	LOC115920777
rna-XM_030976951.1	LOC115920651
rna-XM_030992503.1	LOC115926896
rna-XM_030992325.1	LOC583929
rna-XM_030993069.1	LOC583272
rna-XM_030998703.1	LOC115918094
rna-XM_030977710.1	LOC100892231
rna-XM_030977422.1	LOC100891208
rna-XM_030981512.1	LOC754440
rna-XM_030981217.1	LOC752047
rna-XM_030978571.1	LOC105436662
rna-XR_004066114.1	LOC115928611
rna-XM_782682.5	LOC582740
rna-XM_030974377.1	LOC754420
rna-XM_780027.4	LOC579938
rna-XM_001175654.4	LOC752175
rna-XM_030976444.1	LOC115920549
rna-XM_003727898.3	LOC577443
rna-XR_004063121.1	LOC115921798
rna-XM_030975642.1	LOC115920251
rna-TRNAK-UUU-14	TRNAK-UUU
rna-XM_030997553.1	LOC100890050
rna-XM_030997162.1	LOC115929047
rna-XM_030982456.1	LOC592542
rna-XM_011669718.2	LOC763199
rna-XR_004066649.1	LOC105441572
rna-XR_004061822.1	LOC115919376
rna-XM_030983358.1	LOC115923115
rna-XM_030999724.1	LOC105445791
rna-TRNAA-AGC-5	TRNAA-AGC
rna-XM_030987148.1	LOC585208
rna-XM_030976153.1	LOC105443068
rna-XM_030981204.1	LOC592850
rna-XM_030999238.1	LOC100890977
rna-XM_030987053.1	LOC100887917
rna-XM_011665941.2	LOC592452
rna-XM_030990587.1	LOC100891869
rna-XM_030999885.1	LOC105445268
rna-XM_030992282.1	LOC583094
rna-XR_004064407.1	LOC105447496
rna-XR_004062519.1	LOC115920752
rna-NM_214556.2	LOC373351
rna-XM_030981781.1	LOC115922613
rna-XM_030977678.1	LOC100890101
rna-XM_030973915.1	LOC115919761
rna-XM_011672881.2	LOC593150
rna-XM_030999227.1	LOC115929634
rna-XM_030986741.1	LOC115924494
rna-XM_030993242.1	LOC763804
rna-XR_004065009.1	LOC115926188
rna-XM_001188132.4	LOC755047
rna-XM_782143.4	LOC582181
rna-XM_030988251.1	LOC580208
rna-XM_030982784.1	LOC100891997
rna-XM_011676291.2	LOC581768
rna-XM_030985263.1	LOC757162
rna-XM_030999671.1	LOC115929738
rna-XR_004062062.1	LOC105445866
rna-XM_030976467.1	LOC115920559
rna-XM_030999099.1	LOC594763
rna-XM_030985209.1	LOC115923839
rna-XR_004063733.1	LOC115918207
rna-XM_793088.4	LOC593617
rna-XM_030981499.1	LOC115922524
rna-XM_030992539.1	LOC105440870
rna-XM_030992601.1	LOC100889319
rna-XM_011668762.2	LOC105439592
rna-XM_792277.5	LOC592772
rna-XM_030991164.1	LOC115926447
rna-XM_030986598.1	LOC593854
rna-XM_030975260.1	LOC588561
rna-XM_030976365.1	LOC105440769
rna-XR_004064913.1	LOC115925991
rna-XM_030976210.1	LOC578978
rna-XM_030985448.1	LOC575596
rna-XM_030994038.1	LOC115927773
rna-XM_030992779.1	LOC575664
rna-XR_004064932.1	LOC115926031
rna-XM_785297.5	LOC585473
rna-XM_031000314.1	LOC582861
rna-XM_030976036.1	LOC578586
rna-XM_011662245.2	LOC580079
rna-XM_782418.5	LOC582470
rna-XM_030981397.1	LOC115922477
rna-XM_030978461.1	LOC752963
rna-XM_030992943.1	LOC105442945
rna-XM_011676000.2	LOC576159
rna-XM_003725721.3	LOC100893014
rna-XM_030989508.1	LOC752534
rna-XM_030993804.1	LOC105444598
rna-XM_030976028.1	LOC105443635
rna-TRNAE-CUC-19	TRNAE-CUC
rna-XM_787476.5	LOC587766
rna-XM_030981530.1	LOC580709
rna-XM_030974855.1	LOC115918352
rna-XM_030979865.1	LOC584304
rna-XM_030989369.1	LOC115925468
rna-XM_031000254.1	LOC579715
rna-XR_004062386.1	LOC115920506
rna-XM_030993234.1	LOC579769
rna-XM_030998389.1	LOC100888717
rna-XM_031000403.1	LOC581284
rna-XM_791917.5	LOC592389
rna-XM_030984020.1	LOC100888087
rna-XM_030983249.1	LOC584069
rna-XM_001200580.4	LOC764317
rna-XM_011662444.2	LOC105436655
rna-XM_030995305.1	LOC591489
rna-XM_030985486.1	LOC115924004
rna-XR_004066071.1	LOC115928460
rna-XM_030972783.1	LOC592194
rna-XM_030981760.1	LOC115922604
rna-XM_030998465.1	LOC115929476
rna-XM_030996725.1	LOC115919003
rna-XM_030998545.1	LOC584177
rna-XM_030996878.1	LOC577563
rna-XM_011663775.2	LOC373187
rna-XM_030981640.1	LOC100889168
rna-XM_030998147.1	LOC100889673
rna-XR_004062230.1	LOC115920182
rna-XR_004063914.1	LOC115923489
rna-XM_003728372.3	LOC100889564
rna-XM_003726884.3	LOC591003
rna-XM_030985741.1	LOC581618
rna-XM_003727741.3	LOC590241
rna-XR_004061884.1	LOC115919508
rna-XM_030977993.1	LOC105438902
rna-XM_030984334.1	LOC105440010
rna-XM_777411.5	LOC577167
rna-XM_030975096.1	LOC100888297
rna-XM_030977824.1	LOC115920980
rna-XR_972351.2	LOC105442313
rna-XR_004063422.1	LOC115922316
rna-XM_030978922.1	LOC115921437
rna-XM_030999544.1	LOC581060
rna-XM_030983351.1	LOC105439492
rna-XM_030995911.1	LOC105440427
rna-XM_003725735.3	LOC763713
rna-XM_030991521.1	LOC584382
rna-TRNAL-CAG-9	TRNAL-CAG
rna-XM_011684458.2	LOC576590
rna-XM_030993003.1	LOC100893459
rna-XM_030987524.1	LOC105446389
rna-XM_030972935.1	LOC115919356
rna-XM_011668088.2	LOC105439273
rna-XR_004063158.1	LOC115921891
rna-XM_030988983.1	LOC115925311
rna-XM_030988422.1	LOC115925135
rna-XM_011670324.2	LOC589437
rna-XM_030988641.1	LOC100892225
rna-XM_030989967.1	LOC105446849
rna-XM_030982578.1	LOC577408
rna-TRNAY-GUA-3	TRNAY-GUA
rna-XM_003723546.3	LOC579656
rna-XM_030978711.1	LOC105440759
rna-XM_030995278.1	LOC588400
rna-XM_030988590.1	LOC585734
rna-XM_030987548.1	LOC115924747
rna-XM_030986469.1	LOC594213
rna-XM_030977018.1	LOC757285
rna-XM_030989012.1	LOC115918263
rna-XM_030995273.1	LOC115928247
rna-XM_030987532.1	LOC105446784
rna-TRNAQ-CUG-10	TRNAQ-CUG
rna-XM_778452.5	LOC578274
rna-XM_030990856.1	LOC115926210
rna-XM_030978166.1	LOC115921093
rna-XM_030987308.1	LOC585142
rna-XM_030972020.1	LOC115919136
rna-XM_030988533.1	LOC582249
rna-XM_030998349.1	LOC100888633
rna-XM_030982418.1	LOC105446099
rna-XM_030977977.1	LOC580458
rna-XM_003728536.3	LOC592517
rna-XM_030992956.1	LOC100889451
rna-XM_030997562.1	LOC100887854
rna-XR_004063499.1	LOC105442238
rna-XM_030977330.1	LOC575317
rna-XM_011665774.2	LOC586773
rna-XM_030972433.1	LOC115919212
rna-XM_777375.4	LOC577126
rna-XM_011668042.2	LOC588755
rna-XM_030990054.1	LOC576458
rna-XM_030986384.1	LOC752672
rna-XM_030999346.1	LOC105436725
rna-XM_030990537.1	LOC115926092
rna-XM_783682.5	LOC583788
rna-XR_004066189.1	LOC115928694
gene-LOC100890140	LOC100890140
rna-XM_030990022.1	LOC752232
rna-XM_011683362.2	LOC105446467
rna-XM_030996818.1	LOC100891819
rna-XR_004064898.1	LOC115925967
rna-XM_003724690.3	LOC753988
rna-XM_030992677.1	LOC577012
rna-XM_030998574.1	LOC585888
rna-XM_030974006.1	LOC585342
rna-XM_030982811.1	LOC754893
rna-XR_004064915.1	LOC115925991
rna-XM_030972469.1	LOC105446639
rna-XM_030976884.1	LOC585848
rna-XM_030992545.1	LOC105447056
rna-XM_031000084.1	LOC588393
rna-XM_030976623.1	LOC583248
rna-XM_030972588.1	LOC586330
rna-XM_003729276.3	LOC100893270
rna-XM_030989707.1	LOC592232
rna-XM_011669533.2	LOC105439961
rna-XM_030973975.1	LOC115919783
rna-XM_030998127.1	LOC115929336
rna-XM_003731132.3	LOC100892672
rna-XM_030983639.1	LOC105444869
rna-XM_030995033.1	LOC100891321
rna-XM_030988226.1	LOC115925073
rna-XM_011665263.2	LOC105438000
gene-LOC100888912	LOC100888912
rna-XM_030983500.1	LOC105436473
rna-XM_030977674.1	LOC115920911
rna-XM_030977682.1	LOC586844
rna-XM_030990737.1	LOC756286
rna-XM_030981718.1	LOC105444351
rna-XM_030998540.1	LOC100889050
rna-XM_030977980.1	LOC115921023
rna-XR_004066679.1	LOC115929699
rna-XM_030997587.1	LOC592909
rna-XM_030990396.1	LOC105438539
rna-XM_030972840.1	LOC579914
rna-TRNAH-GUG-19	TRNAH-GUG
rna-XM_030985019.1	LOC105442565
rna-XM_782447.5	LOC582498
rna-XR_004065350.1	LOC115917814
rna-XR_972650.2	LOC105443157
rna-XM_777311.5	LOC577057
rna-XM_030985759.1	LOC581618
rna-XM_030987044.1	LOC115924572
rna-XM_030972897.1	LOC105438197
rna-TRNAM-CAU-50	TRNAM-CAU
rna-XM_030997970.1	LOC115929275
rna-XM_011679530.2	LOC577224
rna-XM_030976935.1	LOC586101
rna-XM_003730184.3	LOC763547
rna-XM_030983725.1	LOC115918578
rna-XM_030976785.1	LOC115920615
rna-TRNAI-UAU-8	TRNAI-UAU
rna-XM_030976045.1	LOC115920362
rna-XM_030979856.1	LOC582239
rna-XM_030978344.1	LOC100888373
rna-XM_030975377.1	LOC115920196
rna-XM_030982364.1	LOC580843
rna-XM_030988517.1	LOC764407
rna-XM_030999962.1	LOC115929870
rna-XM_030987287.1	LOC115924640
rna-XM_011667624.2	LOC583818
rna-XM_003727892.3	LOC583825
rna-TRNAE-UUC-19	TRNAE-UUC
rna-XM_030994380.1	LOC105441955
rna-XM_011685470.2	LOC577677
rna-XR_004064544.1	LOC115925063
rna-XM_030994674.1	LOC583697
rna-XR_004062468.1	LOC115920699
rna-XR_971645.2	LOC100888490
gene-LOC115927008	LOC115927008
rna-XR_004065856.1	LOC115918922
rna-XM_030986057.1	LOC100891296
rna-XM_030992370.1	LOC100892133
rna-XR_973080.2	LOC105444455
rna-XM_030997171.1	LOC115929052
rna-XM_030978147.1	LOC115921077
rna-XM_011664230.2	LOC105437536
rna-XM_030992473.1	LOC756734
rna-XM_030985799.1	LOC100892334
rna-XM_030987344.1	LOC115924651
rna-XR_004066328.1	LOC105440929
rna-XM_011677802.2	LOC583787
rna-XM_030990047.1	LOC100888963
rna-XM_030973741.1	LOC755288
rna-XM_030991174.1	LOC105443211
rna-XM_791692.5	LOC592155
rna-XM_030994010.1	LOC115927757
rna-XM_030990597.1	LOC115926112
rna-XM_030985272.1	LOC115923874
rna-XM_779465.5	LOC579345
rna-XM_030999246.1	LOC585983
rna-XM_030978745.1	LOC105447146
rna-XR_004062380.1	LOC105446974
rna-XM_030994475.1	LOC586167
rna-XM_030999045.1	LOC577791
rna-XR_004062214.1	LOC115920161
rna-XM_003731390.3	LOC115917900
rna-XM_030987585.1	LOC115924767
rna-XM_030993076.1	LOC100890170
rna-XM_030980319.1	LOC115922142
rna-XM_030996185.1	LOC105440593
rna-XM_011675683.2	LOC100891453
rna-XM_030998171.1	LOC105446327
rna-XM_030988705.1	LOC579853
rna-XM_030996517.1	LOC756393
rna-XM_793023.5	LOC593554
rna-XM_030973342.1	LOC115919460
rna-XM_003731047.2	LOC100888207
rna-XR_004066273.1	LOC115928890
rna-TRNAC-GCA-9	TRNAC-GCA
rna-XM_781360.5	LOC581354
rna-XM_003725778.3	LOC100891442
rna-XM_030978588.1	LOC115921271
rna-XM_030999151.1	LOC105437759
rna-XM_030974743.1	LOC586781
rna-XM_011662716.2	LOC592254
rna-XM_011666124.2	LOC577619
rna-XR_143780.3	LOC100889009
rna-XM_011680771.2	LOC591109
rna-XM_030993828.1	LOC105440238
rna-XM_030986646.1	LOC753159
rna-XM_030991138.1	LOC763781
rna-XM_030977451.1	LOC100892473
rna-XM_030995656.1	LOC763515
rna-XM_030974101.1	LOC584818
rna-XM_030995104.1	LOC115928188
rna-XM_030973428.1	LOC581599
rna-XM_030983412.1	LOC115918574
rna-XM_030989493.1	LOC115925506
gene-LOC115927570	LOC115927570
rna-XM_030983738.1	LOC115923296
rna-XM_781443.5	LOC581447
rna-XM_030977302.1	LOC581450
rna-XM_031000470.1	LOC115919117
rna-XM_786457.5	LOC586685
rna-XR_004062853.1	LOC753378
rna-XM_011683231.2	LOC105446422
rna-XM_030971950.1	LOC100894058
rna-XM_794315.5	LOC574549
rna-XM_030992683.1	LOC755085
rna-XM_030972513.1	LOC105443849
rna-XM_030988691.1	LOC579853
rna-XM_030972995.1	LOC105445107
rna-XM_011668424.2	LOC592325
rna-XM_030998297.1	prox1
rna-XM_030983843.1	LOC115923368
rna-XM_030985785.1	LOC115924078
rna-XM_030973974.1	LOC115919782
rna-XM_030976439.1	LOC105442957
rna-XR_004065937.1	LOC115928191
rna-XM_030998105.1	LOC583077
rna-XM_777300.5	LOC577046
rna-XM_030997141.1	LOC105446810
rna-XM_030990751.1	LOC100892396
rna-XM_030990445.1	LOC115926075
rna-XM_030986499.1	LOC589671
rna-XM_030978530.1	LOC115921243
rna-XM_030998509.1	LOC115929494
rna-XM_030980510.1	LOC105439560
rna-XM_786179.5	LOC586395
rna-XM_030978362.1	LOC100892282
rna-XM_030977544.1	LOC754353
rna-XM_030984049.1	LOC575000
rna-XM_030988939.1	LOC115925278
rna-XM_003727162.3	LOC100890770
rna-XM_030985487.1	LOC591593
rna-XR_004064347.1	LOC115924535
rna-XM_030996061.1	LOC594434
rna-XM_030973254.1	LOC590790
rna-XM_030991473.1	LOC115918816
rna-XM_030983794.1	LOC115923337
rna-XM_030986039.1	LOC580135
rna-XM_030973051.1	LOC115919392
rna-XM_030995805.1	LOC578924
rna-XM_030977877.1	LOC764375
rna-XM_030989435.1	LOC115925484
rna-XR_004066570.1	LOC100887923
rna-XM_011678887.2	LOC105444545
rna-XR_004063555.1	LOC115922683
rna-TRNAR-CCU-5	TRNAR-CCU
rna-XM_011663395.1	LOC105437127
rna-XM_030995785.1	LOC115928511
rna-XM_784135.5	LOC584270
rna-XM_030973517.1	LOC115918325
rna-XM_030973384.1	LOC115919472
rna-XM_030998799.1	LOC577479
rna-XM_003723545.3	LOC100887920
rna-XM_003726340.3	LOC100891041
rna-XM_030972937.1	LOC578364
rna-XR_972461.2	LOC105442610
rna-XR_004064206.1	LOC115924196
rna-XR_004064754.1	LOC115925498
rna-XR_004062662.1	LOC756989
rna-XM_030992418.1	LOC100888469
rna-XM_030992199.1	LOC115926808
rna-XM_030988759.1	LOC115918738
rna-XM_030976130.1	LOC577327
rna-XM_030987457.1	LOC115924703
rna-XR_004062748.1	LOC115921106
rna-XM_030991025.1	LOC590305
rna-XM_030980942.1	LOC590807
rna-XM_030982772.1	LOC593102
rna-TRNAR-UCU	TRNAR-UCU
rna-XM_030993318.1	LOC576257
rna-XM_030997310.1	LOC115929109
rna-XM_030972119.1	LOC105436972
rna-XM_030988556.1	LOC593204
rna-XM_030975440.1	LOC100891755
rna-XM_011665730.2	LOC594323
rna-XM_030999711.1	LOC589933
rna-XM_030989525.1	LOC115918755
rna-XM_003728845.3	LOC580912
rna-XM_011666268.2	LOC105438451
rna-XR_004065720.1	LOC105445160
rna-XM_030999946.1	LOC583644
rna-XR_972853.2	LOC105443789
rna-XM_030978378.1	LOC100893354
rna-XR_004065278.1	LOC115926814
rna-XM_790974.5	LOC591412
rna-XM_030991229.1	LOC115926480
rna-XM_030974590.1	LOC574871
rna-XM_030972424.1	LOC100893626
rna-XM_011665125.2	LOC100888152
rna-XM_030996939.1	LOC105437983
rna-XM_030991310.1	LOC115926522
rna-XM_030984046.1	LOC575000
rna-XM_011683912.2	LOC752502
rna-XM_003730090.3	LOC100891205
rna-XM_030976700.1	LOC105446525
rna-XM_789187.4	LOC589548
rna-XM_030978721.1	LOC115921338
rna-XM_030978080.1	LOC577009
rna-XM_030995614.1	LOC592065
rna-XM_030985341.1	LOC115918622
rna-XM_030982136.1	LOC592453
rna-XM_030996314.1	LOC764059
rna-XR_004062403.1	LOC115920566
rna-XM_030972010.1	LOC577217
rna-XR_004063004.1	LOC115921628
rna-XR_004064529.1	LOC100894082
rna-XM_030992875.1	LOC100888014
rna-XM_030990825.1	LOC100891706
rna-TRNAL-CAG-13	TRNAL-CAG
rna-XM_030991382.1	LOC115926581
rna-XM_779250.3	LOC579116
rna-XM_782512.5	LOC582566
rna-XM_030983544.1	LOC115923197
rna-XM_030990166.1	LOC588676
rna-XM_030979269.1	LOC100890954
rna-XR_004064300.1	LOC115924442
rna-XR_004066139.1	LOC115928649
rna-XM_030999233.1	LOC115929636
rna-XM_030990409.1	LOC115926062
rna-XM_001187877.4	LOC754996
rna-XM_030990895.1	LOC105441168
rna-XM_030997266.1	LOC105441908
rna-XR_004061839.1	LOC105440837
rna-XR_004066680.1	LOC105441742
rna-XM_030987471.1	LOC105441727
rna-XM_030975812.1	LOC575996
rna-XM_031000468.1	LOC105444211
rna-TRNAP-AGG-18	TRNAP-AGG
rna-XM_030972921.1	LOC581750
rna-XM_030986961.1	LOC115924550
rna-XM_030986042.1	LOC115924175
rna-XM_030977322.1	LOC581543
rna-XM_011668546.2	LOC105439488
rna-XM_030985512.1	LOC115924009
rna-XM_030990229.1	LOC115926015
rna-XM_030986146.1	LOC590497
rna-XM_030979960.1	LOC589145
rna-XR_004063522.1	LOC115922636
rna-XM_030973301.1	LOC590790
rna-XM_011667382.2	LOC582381
rna-XM_011665032.2	LOC587594
rna-XM_030993674.1	LOC115927597
rna-XM_779883.5	LOC579788
rna-XM_011675145.2	LOC579631
rna-XM_011666036.2	LOC100889773
rna-XM_778815.5	LOC578658
rna-XM_031000451.1	LOC100892166
rna-XM_011685473.2	LOC586246
rna-XM_030973226.1	LOC115918081
rna-XM_030988602.1	LOC105445692
rna-XM_030984405.1	LOC115923523
rna-XM_030972751.1	LOC577880
