TranscriptId	GeneSym
rna-XM_030976115.1	LOC115920389
rna-XM_030990907.1	LOC115926229
rna-XM_030979303.1	LOC578488
rna-XM_030980422.1	LOC115918483
rna-XR_004063064.1	LOC115921716
rna-XM_030979391.1	LOC115921653
rna-TRNAM-CAU-23	TRNAM-CAU
rna-XM_030991307.1	LOC115926520
rna-XM_030989878.1	LOC576625
rna-XM_030983405.1	LOC115923133
rna-XR_004065857.1	LOC115928062
rna-XM_774921.5	LOC579135
rna-XR_004065231.1	LOC115926716
rna-XM_011674529.2	LOC588969
rna-XM_011664098.2	LOC585279
rna-XM_030991482.1	LOC100890286
rna-XM_030977776.1	LOC105444689
rna-XM_030982290.1	LOC581458
rna-XM_030996012.1	LOC575315
rna-XM_030972912.1	LOC100891448
rna-XM_030990187.1	LOC115926001
rna-XM_011681052.2	LOC590696
rna-XM_030980009.1	LOC105445704
rna-XM_030984145.1	LOC578942
rna-XM_011684593.2	LOC580674
rna-XM_011663524.2	LOC752459
rna-XM_030984606.1	LOC588335
rna-NM_214484.1	LOC373213
rna-XM_030991649.1	LOC582634
rna-XM_011681341.2	LOC105445600
rna-XM_779151.5	LOC579016
rna-XM_030974258.1	LOC100888394
rna-XM_030989271.1	LOC100890221
rna-XM_030985998.1	LOC587326
rna-XM_011679057.1	LOC584456
rna-XM_003725155.3	LOC100890480
rna-XM_030990601.1	LOC100888695
rna-XM_030973203.1	LOC100891166
rna-XM_030978348.1	LOC115921167
rna-XM_011668172.2	LOC105439318
rna-XM_011678437.2	LOC105444335
rna-XM_011680115.2	LOC581803
rna-XM_011676017.2	LOC764523
rna-XM_011673056.2	LOC105441684
rna-XR_004065471.1	LOC105442333
rna-XM_030972381.1	LOC575674
rna-TRNAI-UAU-12	TRNAI-UAU
rna-XM_030999902.1	LOC115919105
rna-XM_777458.5	LOC577213
rna-XM_030979569.1	LOC105437403
rna-TRNAV-UAC	TRNAV-UAC
rna-XM_030995725.1	LOC115928488
rna-XM_030989895.1	LOC115925866
rna-XM_030992251.1	LOC115926829
rna-XM_030989565.1	LOC586683
rna-XM_790748.5	LOC591170
rna-XM_003727232.3	LOC578301
rna-XM_031000532.1	LOC105437086
rna-XM_030988948.1	LOC105441474
rna-XR_004061932.1	LOC115919582
rna-XM_011678749.2	LOC576560
rna-XR_004063571.1	LOC115922712
rna-XM_030980883.1	LOC115922275
rna-XM_011681088.2	LOC100893190
rna-XM_030974876.1	LOC590670
rna-XM_030975417.1	LOC583807
rna-XM_030982252.1	LOC115918044
rna-XM_782165.5	LOC582205
rna-XM_001200425.4	LOC764194
rna-XM_030972893.1	LOC591325
rna-XR_004063443.1	LOC105440226
rna-XM_030979780.1	LOC115921735
rna-TRNAA-UGC-13	TRNAA-UGC
rna-NM_214519.1	Endo16
rna-XR_004066515.1	LOC105445803
rna-XM_011683870.2	LOC105446711
rna-XM_030983266.1	LOC100891087
rna-XM_011685975.2	LOC105447633
rna-XR_004065422.1	LOC584507
rna-XM_030985041.1	LOC763492
rna-XM_030982857.1	LOC105442837
rna-XM_778878.5	LOC578723
rna-XM_030990740.1	LOC577797
rna-XR_004063125.1	LOC115921807
rna-NM_214609.1	Hbox7
rna-XM_030974452.1	LOC115919878
rna-XM_030979746.1	LOC115918097
rna-XM_030988899.1	LOC115925259
rna-XR_004062511.1	LOC115920743
rna-XM_030985783.1	LOC575637
rna-XM_030980082.1	LOC115921837
rna-XM_011681343.2	LOC574877
rna-XM_011668034.2	LOC105439248
rna-XM_031000447.1	LOC577267
rna-XM_030979257.1	LOC115921625
rna-TRNAK-CUU-32	TRNAK-CUU
rna-XR_004062487.1	LOC584759
rna-XM_030975350.1	LOC594402
rna-XM_030974120.1	LOC578975
rna-XM_785802.5	LOC586002
rna-TRNAC-GCA-11	TRNAC-GCA
rna-XM_011668976.2	LOC105439703
rna-XM_793022.5	LOC593553
rna-XM_030990777.1	LOC105443596
rna-XR_004063081.1	LOC105446747
rna-XM_011671096.2	LOC575368
rna-XM_030992139.1	LOC115918834
rna-XM_792467.4	LOC592969
rna-XM_030990765.1	LOC115918089
rna-XM_030980888.1	LOC754090
rna-XM_030973922.1	LOC115919766
rna-XM_030990129.1	LOC115925985
rna-XR_004066795.1	LOC105440573
rna-NR_036422.1	Mir2005
rna-XM_030974959.1	LOC585159
rna-XR_004064193.1	LOC105440305
rna-XM_030996636.1	LOC115928763
rna-XM_030990518.1	LOC576263
rna-XM_030995598.1	LOC590716
rna-XM_030982568.1	LOC115922842
rna-XR_004062683.1	LOC115918245
rna-XM_011677914.2	LOC590859
rna-XR_004062997.1	LOC115921588
rna-XR_004063088.1	LOC115921743
rna-XM_030984864.1	LOC115918610
rna-XM_030992169.1	LOC100889150
rna-XM_030987404.1	LOC115924678
rna-XM_003728797.3	LOC100889589
rna-XR_004066579.1	LOC115918239
rna-XM_031000407.1	LOC105437221
gene-LOC115917782	LOC115917782
rna-XM_030987397.1	LOC115924673
rna-XM_030995301.1	LOC579961
rna-XM_030996008.1	LOC115928597
rna-XM_792854.5	LOC593377
rna-XM_030974574.1	LOC105446994
rna-XR_004062674.1	LOC115921010
rna-XM_030994487.1	LOC115928001
rna-XM_030998756.1	LOC115918254
rna-XM_030992640.1	LOC115918858
rna-XM_030986991.1	LOC590203
rna-XM_030994979.1	LOC754582
rna-XM_030989923.1	LOC115925881
rna-XM_030983047.1	LOC100891765
rna-XM_779942.5	LOC579848
rna-XR_004065352.1	LOC115917816
rna-XM_011664354.2	LOC583387
rna-NM_001349028.1	VAMP
rna-XM_030990357.1	LOC100892519
rna-XM_003728537.3	LOC100893020
rna-XM_030984947.1	LOC115918612
rna-XM_030978247.1	LOC105445713
rna-XM_011665085.2	LOC105437921
rna-NM_001033007.1	Rag1L
rna-XM_030990440.1	LOC115926073
rna-XM_030985428.1	LOC754030
rna-XM_030992996.1	LOC100889652
rna-XM_030974439.1	LOC115919872
rna-XM_030993156.1	LOC115927362
rna-XR_973303.2	LOC105445203
rna-XM_030984588.1	LOC581439
rna-XR_004066482.1	LOC115929405
rna-XM_003731658.1	LOC100891056
rna-XM_781901.5	LOC581924
rna-XM_030985142.1	LOC105442735
rna-XR_004064855.1	LOC115925917
rna-XR_004066654.1	LOC115929671
rna-XR_004066800.1	LOC105447435
rna-TRNAR-UCG-10	TRNAR-UCG
rna-XM_011666507.2	LOC105438545
rna-XM_011680761.1	LOC105445335
rna-XR_004065127.1	LOC100893837
rna-XM_030988659.1	LOC100888472
rna-XM_030982422.1	LOC100890017
rna-XM_030999363.1	LOC577630
rna-XM_030984668.1	LOC587231
rna-XM_003724824.3	LOC100893965
rna-TRNAT-UGU-2	TRNAT-UGU
rna-XM_003728787.3	LOC592743
rna-XM_775914.5	LOC575517
rna-XM_030974290.1	LOC580426
rna-XR_004063244.1	LOC115921979
rna-XM_030994196.1	LOC115927887
rna-TRNAD-GUC-21	TRNAD-GUC
rna-XR_004062603.1	LOC115920901
rna-XM_030974414.1	LOC575143
rna-XM_030983717.1	LOC105443883
rna-XM_011667133.2	LOC575604
rna-XM_030993068.1	LOC115927307
rna-XM_030972370.1	LOC105442832
rna-XM_030991623.1	LOC100888391
rna-XM_030981646.1	LOC115922579
rna-XR_004066488.1	LOC373373
rna-XM_011664476.2	LOC594675
rna-TRNAA-AGC-15	TRNAA-AGC
rna-XM_791326.5	LOC591774
rna-XM_030993415.1	LOC115927465
rna-XM_030999438.1	LOC105445600
rna-XM_030992770.1	LOC105440987
rna-XM_030990523.1	LOC115926095
rna-XM_030990122.1	LOC115925983
rna-XM_030972898.1	LOC594504
rna-XM_030998196.1	LOC100891197
rna-XM_030974309.1	LOC115919853
rna-XM_030984845.1	LOC100890065
rna-XM_781233.5	LOC581220
rna-XM_011666505.2	LOC582373
rna-XM_030986480.1	LOC105439717
rna-XM_001185164.4	LOC754319
rna-XM_030993574.1	LOC581833
rna-XM_003729344.3	LOC100894088
rna-XR_004061779.1	LOC581594
rna-XM_030978118.1	LOC115918428
rna-XR_004063518.1	LOC115922626
rna-XM_030975432.1	LOC115920207
rna-XM_030977216.1	LOC115920715
rna-NM_214661.1	gcm
rna-XM_030972582.1	LOC581936
rna-XR_004064185.1	LOC115924107
rna-TRNAN-GUU-19	TRNAN-GUU
rna-XM_011668592.2	LOC105439507
rna-XM_787472.5	LOC587761
rna-XM_030997825.1	LOC115917984
rna-XM_001195228.4	LOC756464
rna-XM_030991609.1	LOC591453
rna-XM_030980887.1	LOC583344
rna-XM_030981033.1	LOC587649
rna-XM_030984914.1	LOC105442744
rna-XM_030999541.1	LOC762998
rna-XM_030975651.1	LOC764847
rna-XM_030973429.1	LOC581599
rna-XR_004066228.1	LOC105447626
rna-XR_004062840.1	LOC753378
rna-XM_030993247.1	LOC763804
rna-XM_030988539.1	LOC763130
rna-TRNAT-AGU-7	TRNAT-AGU
rna-XM_030980211.1	LOC115922124
rna-XM_030997222.1	LOC115929073
rna-XR_004065392.1	LOC115917855
rna-XM_030997546.1	LOC105447505
rna-XM_030992198.1	LOC115926808
rna-XM_011673891.2	LOC105442083
rna-XM_030979725.1	LOC583435
rna-XM_030993593.1	LOC579319
rna-XM_030977351.1	LOC115918169
rna-XM_030977683.1	LOC105442155
rna-XM_030991880.1	LOC583067
rna-XM_003725310.3	LOC100893621
rna-XM_781541.5	LOC581552
rna-XM_776091.4	LOC575706
rna-XM_030984724.1	LOC583833
rna-XM_030987630.1	LOC115924798
rna-XM_030988302.1	LOC115925106
rna-XM_030975146.1	LOC752040
rna-XM_030987100.1	LOC115918691
rna-XM_030979383.1	LOC576280
rna-XM_030972426.1	LOC579832
rna-XR_004063588.1	LOC115922738
rna-XM_031000082.1	LOC105437575
rna-XR_973964.2	LOC105447058
rna-XR_004061990.1	LOC105443335
rna-XR_004066659.1	LOC100890887
rna-XM_030987970.1	LOC115924959
rna-XM_011682432.2	LOC577239
rna-XR_004062927.1	LOC115921521
rna-XM_001177437.4	LOC752217
rna-XR_004062271.1	LOC105442926
rna-XR_004064616.1	LOC105444193
rna-XM_030991012.1	LOC115926360
rna-XM_030976159.1	LOC593946
rna-XR_004061861.1	LOC115919461
rna-XM_030998623.1	LOC115919065
rna-XM_030997033.1	LOC100893476
rna-XM_030991574.1	LOC115926637
rna-TRNAR-CCU-20	TRNAR-CCU
rna-XM_030986755.1	LOC105437795
rna-XM_792608.5	LOC593118
rna-XM_011677600.2	LOC105443914
rna-XM_776670.5	LOC576354
rna-XM_030995097.1	LOC115928185
rna-XM_030977383.1	LOC574669
rna-XM_030980102.1	LOC115918473
rna-XM_030976739.1	LOC590989
rna-XM_030999887.1	LOC753062
rna-XM_777065.5	LOC576796
rna-XM_030972988.1	LOC105445458
rna-XM_030984783.1	LOC587846
rna-XM_030991678.1	LOC105444398
rna-XM_011669940.2	LOC591504
rna-XM_030976353.1	LOC105442360
rna-XM_030983864.1	LOC105442836
rna-XM_031000341.1	LOC115930019
rna-XM_030982196.1	LOC115918190
rna-XM_030984610.1	LOC587112
rna-XM_788350.5	LOC588679
rna-XR_004065000.1	LOC105439177
rna-XM_003723796.3	LOC577570
rna-XM_030982932.1	LOC591684
rna-XM_030985149.1	LOC582960
rna-XR_004065657.1	LOC115927460
rna-TRNAI-AAU-2	TRNAI-AAU
gene-LOC115925621	LOC115925621
rna-XM_030973814.1	LOC100891065
rna-XM_030975898.1	LOC115920325
rna-XM_011671137.1	LOC105440691
rna-XR_004063551.1	LOC115922681
rna-XM_030986294.1	LOC100893885
rna-XM_030982007.1	LOC752094
rna-XR_004062323.1	LOC115917716
rna-XM_030984693.1	LOC115923622
rna-XM_030980519.1	LOC373274
rna-XM_791556.5	LOC592013
rna-XM_030991885.1	LOC100891820
rna-XM_030994094.1	LOC583380
rna-XM_030978162.1	LOC115921092
rna-XM_030986246.1	LOC593913
rna-XM_030979340.1	LOC105436960
rna-XM_003730682.3	LOC100890329
rna-XM_030989198.1	LOC115918749
rna-XM_030980175.1	LOC574827
rna-XM_003727163.3	LOC100890845
rna-XM_001182643.2	LOC753558
rna-XR_004063818.1	LOC115923147
rna-XM_030974378.1	LOC754420
rna-XM_030995072.1	LOC115928178
rna-XM_030993528.1	LOC764462
rna-XM_011671031.2	LOC575379
rna-XM_030982756.1	LOC100890871
rna-XM_030972919.1	LOC100890072
rna-XM_030992112.1	LOC764152
rna-XM_030976217.1	LOC578978
rna-XM_030993843.1	LOC115927679
rna-XR_004064720.1	LOC105440714
rna-XM_030982864.1	LOC105445761
rna-TRNAE-UUC-17	TRNAE-UUC
rna-XM_030978929.1	LOC115921442
rna-XR_004064561.1	LOC115925143
rna-XM_030995275.1	LOC762594
rna-XM_011666496.2	LOC586184
rna-XM_030978475.1	LOC105442816
rna-XM_030998353.1	LOC763202
rna-XM_777388.5	LOC577139
rna-XM_030976707.1	LOC764297
rna-XM_030977496.1	LOC582195
rna-XR_004061770.1	LOC115919261
rna-XM_011677930.2	LOC593167
rna-XM_030992880.1	LOC755300
rna-XR_004062430.1	LOC115920615
rna-XM_030972068.1	LOC100892916
rna-XM_030974220.1	LOC590403
rna-XM_785642.2	LOC585836
rna-XM_030988239.1	LOC115925079
rna-XM_030996954.1	LOC105437767
rna-XM_030988068.1	LOC115924981
rna-XM_030997573.1	LOC115929166
rna-XR_004065490.1	LOC115927189
rna-XM_030983251.1	LOC757110
rna-XM_030974233.1	LOC115919830
rna-XM_030980607.1	LOC575928
rna-XM_030984854.1	LOC755737
rna-XM_003726088.3	LOC580452
rna-XM_030976522.1	LOC581169
rna-XR_004063379.1	LOC115922248
rna-XM_030976987.1	LOC577363
rna-XM_030977480.1	LOC578739
rna-XR_004064866.1	LOC115925931
rna-XM_030982305.1	LOC115922753
rna-XM_774923.5	LOC575808
rna-XM_030998989.1	LOC100890629
rna-XR_004065395.1	LOC115926979
rna-XM_030980158.1	LOC115917940
rna-XM_011667354.2	LOC105438944
rna-XM_030980852.1	LOC592985
rna-XM_030978014.1	LOC585694
rna-XM_780425.5	LOC580362
rna-XM_774918.5	LOC576910
rna-XM_030987377.1	LOC105442896
rna-XM_030997555.1	LOC100890050
rna-XM_030991606.1	LOC580903
rna-XM_030982739.1	LOC100890058
rna-XM_030975571.1	LOC115920234
rna-TRNAR-UCG-22	TRNAR-UCG
rna-XM_011683721.2	LOC105446652
rna-XM_030978293.1	LOC115921148
rna-XM_030972720.1	LOC756575
rna-XM_030995330.1	LOC115928263
rna-XM_030972738.1	LOC594364
rna-XR_004065505.1	LOC115927211
rna-XM_030991999.1	LOC589368
rna-XM_030983182.1	LOC575824
rna-XM_030981746.1	LOC105447141
rna-XM_003726400.2	LOC100889385
rna-XM_030997465.1	LOC115919031
rna-XR_004066509.1	LOC115929484
rna-XM_030988614.1	LOC115918734
rna-XR_004065364.1	LOC115917828
rna-XM_030986386.1	LOC115924289
rna-XM_011678318.2	LOC100888236
rna-XM_030990134.1	LOC100891748
rna-XM_001197763.4	LOC757268
rna-XM_030999624.1	LOC115929729
rna-XM_030998228.1	LOC105442756
rna-XM_030989010.1	LOC105440590
rna-XM_030981704.1	LOC100891506
rna-XM_030993141.1	LOC115927353
rna-XR_004065804.1	LOC115927991
rna-XM_030996717.1	LOC105446055
rna-XM_776625.5	LOC576305
rna-XM_011673791.2	LOC105442042
rna-XM_011671517.2	LOC105440909
rna-XM_030995681.1	LOC583114
rna-XM_001200693.4	LOC764407
rna-XM_030994264.1	LOC105443915
rna-XM_011672779.2	LOC589164
rna-TRNAQ-CUG-17	TRNAQ-CUG
rna-XR_971360.2	LOC105439662
rna-XM_030983493.1	LOC105446520
rna-XM_030985959.1	LOC115924139
rna-XR_004064097.1	LOC100893128
rna-XM_030997157.1	LOC115929046
rna-XM_030999481.1	LOC764088
rna-TRNAT-AGU-8	TRNAT-AGU
rna-XM_030978412.1	LOC763330
rna-XM_003725416.3	LOC100889303
rna-XR_004064427.1	LOC115924770
rna-XM_783037.5	LOC583111
rna-XR_004064083.1	LOC115923776
rna-XM_011678672.2	LOC105444429
rna-XM_030989475.1	LOC115925501
rna-XM_030981438.1	LOC115922498
rna-XM_011683267.2	LOC577726
rna-XM_792561.5	LOC593067
rna-XM_030983039.1	LOC591232
rna-XM_030989139.1	LOC577326
rna-XM_030977033.1	BACE
rna-XM_011665871.2	LOC592652
rna-Mir375	Mir375
rna-XM_030973286.1	LOC762700
rna-XM_030980523.1	LOC115922194
rna-XM_030986659.1	LOC587000
rna-XM_030975619.1	LOC115918374
rna-XM_003724210.3	LOC576064
rna-TRNAI-AAU-38	TRNAI-AAU
rna-XM_030995131.1	LOC100891399
rna-XM_783540.5	LOC583639
rna-XR_004064909.1	LOC115925987
rna-XR_004065090.1	LOC115926564
rna-XM_030998537.1	LOC588169
rna-XM_785645.5	LOC585839
rna-XM_030989747.1	LOC580352
rna-XR_004064240.1	LOC576339
rna-XM_030994404.1	LOC115927973
rna-NM_001242688.1	LOC753458
rna-XM_030973055.1	LOC115919393
rna-XR_004065982.1	LOC115928257
rna-XM_030989628.1	LOC105440667
rna-XM_030988055.1	LOC115918102
rna-XM_030985227.1	LOC115923847
rna-XM_030978976.1	LOC115921471
rna-XM_030976743.1	LOC590989
rna-XM_030977408.1	LOC576487
rna-XM_030995687.1	LOC115928472
rna-XM_030983173.1	LOC105442777
rna-XR_004065627.1	LOC576257
rna-XM_030980455.1	LOC115918488
rna-XM_011677313.1	LOC105443750
rna-XM_030983590.1	LOC115923215
rna-XM_030997113.1	LOC584585
rna-XM_011679485.2	LOC105444787
rna-XM_030976057.1	LOC105442891
rna-XM_787917.5	LOC588224
rna-XM_787833.5	LOC588134
rna-XM_030993361.1	LOC115927454
rna-XM_030999996.1	LOC105440497
rna-XM_781956.5	LOC581979
gene-LOC115924036	LOC115924036
rna-XM_030986903.1	LOC584189
rna-XM_003723417.3	LOC756953
rna-XM_030980929.1	LOC115922298
rna-XM_003728044.3	LOC100891646
rna-XM_779400.5	LOC579277
rna-XM_030979976.1	LOC588990
rna-XM_001195531.2	LOC756535
rna-XM_030995282.1	LOC584166
rna-XM_030995462.1	LOC115928325
rna-XR_004065292.1	LOC583094
rna-XM_030981020.1	LOC580312
rna-XM_030972387.1	LOC100890200
rna-XM_030996132.1	LOC115918976
rna-XM_030975280.1	LOC585330
rna-XM_030974529.1	LOC115919903
rna-XM_030990946.1	LOC100891122
gene-LOC115925781	LOC115925781
rna-XM_030977696.1	LOC105438035
rna-XM_030972828.1	LOC115919328
rna-XM_030982748.1	LOC589137
rna-XM_030987860.1	LOC115924936
rna-XM_030972587.1	LOC585445
rna-XM_030981490.1	LOC115922521
rna-XM_780335.5	LOC580263
rna-XM_031000083.1	LOC575371
rna-XM_030992423.1	LOC105436764
rna-XM_011671229.2	LOC591083
rna-XM_030990067.1	LOC373228
rna-XR_004066624.1	LOC115929525
rna-XM_011684115.2	LOC100889733
rna-XR_004064124.1	LOC105439534
rna-XM_030992782.1	LOC100889005
rna-XM_030996646.1	LOC100887849
rna-XM_030979033.1	LOC115918451
rna-XM_030974717.1	LOC592598
rna-XM_030992962.1	LOC100888459
rna-XM_030988386.1	LOC576912
rna-XM_030994530.1	LOC105445509
rna-XM_030990428.1	LOC115926066
rna-XM_011673336.2	LOC105441829
rna-XM_030982769.1	LOC584048
rna-XM_030985515.1	LOC100890708
rna-XM_030975139.1	LOC589790
rna-XM_030988829.1	LOC578316
rna-XM_030997941.1	LOC115919047
rna-XM_030980405.1	LOC579087
rna-XM_787042.5	LOC587307
rna-NM_214512.1	ARS
rna-XM_030991458.1	LOC594407
rna-XM_030996522.1	LOC105445741
rna-XM_011678695.2	LOC100888027
rna-XM_030999272.1	LOC581652
rna-XM_030980355.1	LOC757189
rna-XM_030973577.1	LOC115919525
rna-XM_030989440.1	LOC115918752
rna-XM_030999864.1	LOC575855
rna-XM_030974577.1	LOC582842
rna-XM_011678611.2	LOC105444400
rna-XM_030972318.1	LOC115919185
gene-LOC115925725	LOC115925725
rna-XM_030983584.1	LOC115923209
rna-XM_030986515.1	LOC575562
rna-XM_782503.4	LOC582557
rna-XM_030975797.1	LOC105441596
rna-XM_003726552.3	LOC100890407
rna-XM_030997990.1	LOC580814
rna-XM_030990049.1	LOC100888963
rna-XM_011663053.2	LOC589553
rna-XM_030972692.1	LOC577854
rna-XM_030991653.1	LOC105439803
rna-XM_781033.4	LOC581007
rna-XM_030985803.1	LOC579520
rna-XM_011676423.2	LOC577465
rna-XM_011665176.1	LOC105437958
rna-XR_004064038.1	LOC115923667
rna-XM_030972659.1	LOC752864
rna-XM_030990822.1	LOC592858
rna-XM_030989687.1	LOC591752
rna-XM_030993511.1	LOC115927504
rna-XM_030974404.1	LOC115919865
rna-XM_030988393.1	LOC576912
rna-XM_030997942.1	LOC752803
rna-XM_003727190.3	LOC373275
rna-XR_004065143.1	LOC115926589
rna-XM_030983153.1	LOC577221
rna-XM_030998651.1	LOC115918238
rna-XM_030980518.1	LOC115922180
rna-XM_030983951.1	LOC578120
rna-XM_030984453.1	LOC100889083
rna-XM_031000210.1	LOC115929975
rna-XM_030997645.1	LOC115917951
rna-XM_031000433.1	LOC583262
rna-XR_004061830.1	LOC115919399
rna-XR_004065962.1	LOC115928236
rna-XM_001192964.1	LOC755985
rna-XR_004064645.1	LOC115925343
rna-XM_030982134.1	LOC765159
rna-XM_030981586.1	LOC590196
rna-XR_004062003.1	LOC100888816
rna-XM_030988253.1	LOC115925086
rna-XM_030977875.1	LOC100889391
rna-XR_004064121.1	LOC105439534
rna-XM_003726128.3	LOC575344
rna-XM_030975171.1	LOC105438986
rna-XM_011671658.2	LOC105440991
rna-XM_786890.5	LOC587141
rna-XM_030985118.1	LOC105438730
rna-XM_003725864.3	LOC100888678
rna-XM_030992971.1	LOC115918135
rna-XM_030976548.1	LOC592594
rna-XM_030996933.1	LOC100890603
rna-XR_004066431.1	LOC105446327
rna-XM_011673644.2	LOC100894029
rna-XM_030994184.1	LOC115918912
rna-XM_030989055.1	LOC593447
rna-XM_030983230.1	LOC762584
rna-XM_001199864.4	LOC763780
rna-XM_030997492.1	LOC763095
rna-XM_011672537.2	LOC593656
rna-XM_030973620.1	LOC594652
rna-TRNAT-UGU-19	TRNAT-UGU
rna-XM_030986347.1	LOC584707
rna-XM_030977015.1	LOC757285
rna-XM_030986782.1	LOC588039
rna-XM_030989711.1	LOC589286
rna-XR_004066307.1	LOC105441635
rna-XM_011673702.2	LOC580359
rna-XM_786152.5	LOC586368
rna-XM_030980031.1	LOC115921811
rna-XM_001184118.4	LOC754022
rna-XM_030980369.1	LOC576034
rna-XM_030996152.1	LOC594443
rna-XM_030987771.1	LOC115924912
rna-XM_030997729.1	LOC580822
rna-XM_030988881.1	LOC115925251
rna-XM_030999523.1	LOC581802
rna-XM_030982687.1	LOC581911
rna-XM_030984375.1	LOC579029
rna-XM_030993815.1	LOC115927665
rna-XM_030973179.1	LOC105445176
rna-XM_030998872.1	LOC575642
rna-XM_030981787.1	LOC115922618
rna-XM_030979987.1	LOC100893015
rna-XM_003730468.1	LOC100891003
rna-XM_030976331.1	LOC576660
rna-XM_030988464.1	LOC100892756
rna-XM_030973543.1	LOC764448
rna-XM_030994481.1	LOC115927999
rna-XM_011680766.2	LOC591109
rna-XM_030990035.1	LOC593140
rna-XM_030989931.1	LOC115925876
rna-XM_784092.5	LOC584221
rna-XM_030980469.1	LOC592132
rna-XM_030976961.1	LOC764301
rna-XM_784583.5	LOC584731
rna-XM_030981162.1	LOC105442656
rna-XR_004065117.1	LOC105440574
rna-XM_011671749.2	LOC100889324
rna-XM_030978950.1	LOC574563
rna-XM_030985702.1	LOC575934
rna-XR_004063858.1	LOC105445214
rna-XM_030978941.1	LOC589921
rna-XM_030994806.1	LOC115928086
rna-XM_030997875.1	LOC100889912
rna-XM_011676182.2	LOC105443233
rna-XM_030974107.1	LOC593659
rna-XM_030987445.1	LOC100893396
rna-XM_030977273.1	LOC115920740
rna-XM_030972401.1	LOC594527
rna-XM_030993387.1	LOC115927456
rna-XR_004064442.1	LOC115924792
rna-NM_001033649.1	SPCA
rna-XR_004063584.1	LOC115922731
rna-XM_779965.5	LOC579871
rna-XM_030977942.1	LOC105446982
rna-XR_004065994.1	LOC115928282
rna-XM_030994671.1	LOC580232
rna-XM_030984695.1	LOC100889000
rna-XM_030984148.1	LOC115923468
rna-XM_030983865.1	LOC576902
rna-XM_030999824.1	LOC100891694
rna-XM_030996599.1	LOC100888357
rna-XM_030982783.1	LOC100891997
rna-XM_030987624.1	LOC588084
rna-XM_030979667.1	LOC105446634
rna-XR_004066206.1	LOC115928738
rna-XM_030979650.1	LOC763815
rna-XR_004066009.1	LOC115928307
rna-XM_782944.5	LOC583016
rna-NM_214637.1	rej2
rna-XM_030978591.1	LOC105436805
rna-XM_030982577.1	LOC115922848
rna-XR_004064163.1	LOC115924072
rna-XM_030980473.1	LOC115922173
rna-XM_030990949.1	LOC755190
rna-XM_030973801.1	LOC105446087
rna-XM_030986014.1	LOC115924162
rna-XR_004063783.1	LOC115923100
rna-XM_030971951.1	LOC583748
rna-XM_030976267.1	clmdn
rna-XM_030984160.1	LOC753347
rna-XM_030975367.1	LOC754489
rna-XM_030992725.1	LOC115927207
rna-XM_030986910.1	LOC754521
rna-XM_030975230.1	LOC115920176
rna-XM_003726414.3	LOC582513
rna-XM_030982645.1	sfk3
rna-XM_030974441.1	LOC105437299
rna-XM_030972864.1	LOC762780
rna-XR_004063156.1	LOC115921889
rna-XM_781502.5	LOC581509
rna-XR_004064638.1	LOC115925340
rna-XM_030982835.1	LOC115922969
rna-XM_030977606.1	LOC115920886
rna-XM_030990000.1	LOC115925932
rna-XR_004065847.1	LOC115928056
rna-XM_030984445.1	LOC115923535
rna-XM_030977870.1	LOC763356
rna-XM_030989943.1	LOC115925897
rna-XM_030984559.1	LOC577270
rna-XM_030994078.1	LOC115918907
rna-XM_030996696.1	LOC105439992
rna-Mir183	Mir183
rna-XM_030975596.1	LOC105444416
rna-XM_030988344.1	LOC100888385
rna-XM_030984601.1	LOC578116
rna-XM_030981711.1	LOC100891364
rna-XM_030988434.1	LOC115918729
rna-XM_030991330.1	LOC115926537
rna-XM_030985219.1	LOC115923843
rna-XR_004063648.1	LOC115922880
rna-XM_030995260.1	LOC105447515
rna-XM_030987063.1	LOC115918154
rna-XM_030993429.1	LOC575461
rna-XM_786629.5	LOC586867
rna-XM_003729358.2	LOC100890692
rna-XM_030988944.1	LOC105445521
rna-XM_030999109.1	LOC115929591
rna-XR_004061713.1	LOC105442487
rna-XM_030973170.1	LOC115919424
rna-XR_004063619.1	LOC105441118
rna-XR_004062503.1	LOC115920732
rna-XM_030995292.1	LOC100893267
rna-XM_011679238.2	LOC105444682
rna-XR_004063945.1	LOC115923518
rna-XM_011673061.2	LOC105441691
rna-XM_030996037.1	LOC763527
rna-XM_030991328.1	LOC115926535
rna-XM_777269.5	LOC577010
rna-XM_011670124.2	LOC752088
rna-XM_011674528.2	LOC588969
rna-XM_031000299.1	LOC592246
rna-XM_030976571.1	LOC115920577
rna-XM_030977097.1	LOC584111
rna-XM_011674831.2	LOC100887883
rna-XM_030993938.1	LOC100891291
rna-XM_030975759.1	LOC579207
rna-XM_030998722.1	LOC115929539
rna-XM_011680454.2	LOC577428
rna-XR_004066141.1	LOC115928650
rna-XM_030994795.1	LOC584368
rna-XM_030984434.1	LOC592787
rna-XM_030984767.1	LOC100892470
rna-XM_011679772.2	LOC100889143
rna-XM_001180082.4	LOC752766
rna-XM_003728607.3	LOC100888154
rna-XM_030986689.1	LOC100889908
rna-XM_775994.5	LOC575604
rna-XM_030996937.1	LOC105437983
rna-XM_030980526.1	LOC373274
rna-XM_030993885.1	LOC105445277
rna-XM_030975379.1	LOC577858
rna-XR_004062981.1	LOC115917770
rna-XM_030983161.1	LOC105439615
rna-XM_030981800.1	LOC115922611
